   0.29080682E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.24100868E-22  0.30290362E-22  0.00000000E+00  0.14843948E-30  0.00000000E+00 -0.36483324E-29
   0.31086719E+01 -0.10037081E-39 -0.20929794E-40 -0.14961664E-40 -0.48849264E-41  0.11149057E-20  0.14005890E-20 -0.10037081E-39  0.94669545E-29 -0.90380948E-40 -0.22320777E-27
   0.33231144E+01 -0.13892546E-37 -0.27799365E-38 -0.18209383E-38 -0.54793573E-39  0.15995519E-19  0.20072562E-19 -0.13892546E-37  0.78857888E-28 -0.12555379E-37 -0.18012481E-26
   0.35523367E+01 -0.10319248E-35 -0.21306279E-36 -0.13039114E-36 -0.37377703E-37  0.15445265E-18  0.19392731E-18 -0.10319248E-35  0.64494526E-27 -0.92939396E-36 -0.13561927E-25
   0.37973969E+01 -0.66686673E-34 -0.13869011E-34 -0.77835110E-35 -0.21277284E-35  0.12083690E-17  0.15184102E-17 -0.66686673E-34  0.14890813E-25 -0.60017252E-34 -0.29330374E-24
   0.40595107E+01 -0.35182906E-32 -0.76797117E-33 -0.42664613E-33 -0.11018151E-33  0.10204349E-16  0.12829057E-16 -0.35182906E-32  0.14539664E-24 -0.31471764E-32 -0.26301680E-23
   0.43394227E+01 -0.12456303E-30 -0.24482692E-31 -0.12120770E-31 -0.29541062E-32  0.63916206E-16  0.80241886E-16 -0.12456303E-30  0.44996981E-24 -0.11282020E-30 -0.82624108E-23
   0.46385450E+01 -0.27438589E-29 -0.59866945E-30 -0.28296545E-30 -0.64904315E-31  0.36943644E-15  0.46683554E-15 -0.27438589E-29  0.33946393E-23 -0.24550367E-29 -0.53796603E-22
   0.49584446E+01 -0.49886560E-28 -0.10804762E-28 -0.51093571E-29 -0.11199831E-29  0.14141809E-14  0.17822575E-14 -0.49886560E-28  0.17792261E-22 -0.44659721E-28 -0.27402549E-21
   0.53006902E+01 -0.14103489E-26 -0.26986554E-27 -0.10483511E-27 -0.21777003E-28  0.69992442E-14  0.88211070E-14 -0.14103489E-26  0.10671714E-21 -0.12814532E-26 -0.16617904E-20
   0.56664577E+01 -0.25392225E-25 -0.62131790E-26 -0.25512226E-26 -0.49777378E-27  0.39945366E-13  0.50885308E-13 -0.25392225E-25  0.94922762E-21 -0.22375813E-25 -0.11658473E-19
   0.60569229E+01 -0.24306397E-24 -0.48388583E-25 -0.18572839E-25 -0.34758344E-26  0.12412845E-12  0.15667677E-12 -0.24306397E-24  0.19928679E-20 -0.21978232E-24 -0.27790865E-19
   0.64748316E+01 -0.16418154E-23 -0.32203639E-24 -0.92822884E-25 -0.16329316E-25  0.42060420E-12  0.53494421E-12 -0.16418154E-23  0.11086962E-19 -0.14888751E-23 -0.13689672E-18
   0.69213581E+01 -0.37466460E-23 -0.94577135E-24 -0.26012752E-24 -0.44017730E-25  0.85438747E-12  0.11038507E-11 -0.37466460E-23  0.25722852E-19 -0.32905666E-23 -0.24398819E-18
   0.73988552E+01 -0.95338771E-23 -0.24063311E-23 -0.79305735E-24 -0.13256967E-24  0.12355657E-11  0.15741153E-11 -0.95338771E-23  0.31688281E-19 -0.83632824E-23 -0.31794442E-18
   0.79092832E+01 -0.38699052E-22 -0.85128323E-23 -0.22849605E-23 -0.37219303E-24  0.24589664E-11  0.31190556E-11 -0.38699052E-22  0.77686793E-19 -0.34637002E-22 -0.80016360E-18
   0.84546032E+01 -0.70631923E-22 -0.16134763E-22 -0.27872753E-23 -0.44115957E-24  0.45621844E-11  0.58577635E-11 -0.70631923E-22  0.16648717E-18 -0.63103344E-22 -0.14565436E-17
   0.90379496E+01 -0.34666303E-22 -0.95472633E-23 -0.11967029E-23 -0.19423953E-24  0.56504658E-11  0.73084819E-11 -0.34666303E-22  0.27397501E-18 -0.30120041E-22 -0.19353936E-17
   0.96612825E+01 -0.25291026E-22 -0.93351772E-23 -0.29205932E-23 -0.47420569E-24  0.59338489E-11  0.75889642E-11 -0.25291026E-22  0.31507671E-18 -0.20461447E-22 -0.22952268E-17
